startup,sector,subsector,city,investor,investmenttype,amountinusd,date
Nelson-Kramer,Logistics,Logistics Services,Mumbai,"Investor_8, Investor_97",Series A,11672021.86,2015-04-05
Scott-Berry,E-Commerce,E-Commerce Services,Hyderabad,Investor_12,Series C,41593.9,2003-09-24
"Jones, Bradford and Alvarez",AgriTech,AgriTech Services,Noida,Investor_21,Series B,15728209.57,2014-10-26
"Obrien, Parker and Maxwell",CleanTech,CleanTech Services,Gurgaon,Investor_60,Series A,78790.02,2013-10-22
"Jimenez, Huber and Duncan",SaaS,SaaS Services,Noida,"Investor_28, Investor_51, Investor_66",Pre-Seed,5673274.47,2013-12-25
Martin-Thomas,FoodTech,FoodTech Services,Bengaluru,Investor_50,Series C,325340.67,2007-11-16
Robinson and Sons,HealthTech,HealthTech Services,Ahmedabad,"Investor_69, Investor_39",Seed,1585461.08,2015-11-01
"Jennings, Conner and Brown",SaaS,SaaS Services,Pune,"Investor_8, Investor_60",Seed,1061012.12,2007-04-05
"Hoffman, Ponce and Holmes",SaaS,SaaS Services,Mumbai,Investor_13,Seed,14716292.71,2018-11-15
Howard Group,E-Commerce,E-Commerce Services,Delhi,Investor_61,Series B,36898784.33,2003-01-07
"Jones, Hayden and Trujillo",E-Commerce,E-Commerce Services,Bengaluru,Investor_39,Series A,118288.84,2015-06-01
Hess Inc,CleanTech,CleanTech Services,Pune,"Investor_95, Investor_57",Series A,5332465.42,2021-11-06
Jones-Alvarado,SaaS,SaaS Services,Kolkata,"Investor_35, Investor_80",Pre-Seed,231959.78,2010-04-13
"Tucker, Harper and Bird",CleanTech,CleanTech Services,Chennai,"Investor_22, Investor_7",Series B,6205862.49,2022-07-24
Grant-Rivera,Logistics,Logistics Services,Kolkata,"Investor_28, Investor_57, Investor_96",Series B,1310504.53,2010-05-23
Glass Ltd,EdTech,EdTech Services,Chennai,"Investor_99, Investor_47",Series B,1409416.41,2010-09-23
Maldonado PLC,FinTech,FinTech Services,Ahmedabad,"Investor_24, Investor_66",Series C,3586934.42,2004-02-15
"Deleon, Friedman and Moody",CleanTech,CleanTech Services,Gurgaon,"Investor_79, Investor_12",Pre-Seed,123976.71,2014-10-13
Moore-Riley,HealthTech,HealthTech Services,Pune,Investor_55,Series D+,370014.54,2010-07-03
Mata-Bell,EdTech,EdTech Services,Gurgaon,Investor_34,Seed,345472.55,2005-03-18
Macias-Simmons,Logistics,Logistics Services,Bengaluru,"Investor_99, Investor_69, Investor_52",Seed,8426869.1,2018-12-15
Perez-Brown,HealthTech,HealthTech Services,Gurgaon,"Investor_41, Investor_27, Investor_85",Series D+,856332.91,2014-03-14
"Garcia, Smith and Hammond",SaaS,SaaS Services,Bengaluru,"Investor_98, Investor_3, Investor_47",Pre-Seed,3066854.57,2012-04-22
"Perez, Robinson and Norman",AgriTech,AgriTech Services,Bengaluru,Investor_38,Series A,1395389.65,2010-02-19
"Caldwell, Lee and Blanchard",CleanTech,CleanTech Services,Mumbai,"Investor_62, Investor_37",Pre-Seed,9337249.95,2007-10-25
"Bonilla, Martinez and Peters",E-Commerce,E-Commerce Services,Bengaluru,Investor_59,Pre-Seed,66211.47,2018-06-14
Lynch-Little,HealthTech,HealthTech Services,Gurgaon,"Investor_100, Investor_57",Seed,2332885.17,2019-05-05
Yu-Bailey,AI/ML,AI/ML Services,Mumbai,Investor_13,Seed,2910302.66,2014-02-24
Sanders Inc,E-Commerce,E-Commerce Services,Kolkata,"Investor_59, Investor_80, Investor_63",Pre-Seed,295199.86,2007-11-24
Ferrell-Wilkinson,E-Commerce,E-Commerce Services,Bengaluru,"Investor_62, Investor_27, Investor_75",Series D+,1584766.37,2003-05-18
Avila Ltd,E-Commerce,E-Commerce Services,Gurgaon,"Investor_33, Investor_24, Investor_64",Series D+,2552775.03,2020-11-02
Warren PLC,AI/ML,AI/ML Services,Mumbai,"Investor_28, Investor_79",Series B,2557536.3,2008-11-22
"Rios, Hopkins and Hill",HealthTech,HealthTech Services,Hyderabad,Investor_75,Seed,2029806.06,2016-06-15
Trevino PLC,FoodTech,FoodTech Services,Bengaluru,"Investor_45, Investor_25, Investor_85",Series C,588982.12,2020-04-17
Dixon-Wolf,FinTech,FinTech Services,Kolkata,Investor_2,Seed,4309072.07,2022-10-16
"Kelly, King and Jones",AI/ML,AI/ML Services,Delhi,Investor_74,Series B,188697.42,2009-12-24
Townsend-Jones,AgriTech,AgriTech Services,Bengaluru,"Investor_2, Investor_42, Investor_75",Series D+,8280927.19,2014-12-28
"Gardner, Davis and Martin",CleanTech,CleanTech Services,Mumbai,"Investor_39, Investor_22, Investor_2",Pre-Seed,860771.72,2014-02-20
"Villa, Hernandez and Wyatt",Logistics,Logistics Services,Mumbai,"Investor_6, Investor_94",Series A,13340918.39,2008-10-01
"Ramirez, Valenzuela and Moore",FoodTech,FoodTech Services,Noida,Investor_58,Series A,2723871.01,2009-03-24
"Castro, Hamilton and Quinn",HealthTech,HealthTech Services,Ahmedabad,Investor_52,Series C,3097360.92,2014-07-09
Smith-Cervantes,EdTech,EdTech Services,Ahmedabad,"Investor_65, Investor_53",Series C,578565.69,2010-07-25
Ramirez Group,FoodTech,FoodTech Services,Gurgaon,"Investor_18, Investor_28",Seed,600313.19,2014-09-08
Wilson Ltd,E-Commerce,E-Commerce Services,Pune,"Investor_84, Investor_8, Investor_69",Series A,1172006.72,2011-10-10
Foster-Baldwin,FoodTech,FoodTech Services,Ahmedabad,Investor_63,Pre-Seed,33458.85,2010-07-05
Moore-Chavez,SaaS,SaaS Services,Gurgaon,"Investor_64, Investor_56, Investor_74",Series B,6074671.03,2019-01-04
Young Inc,SaaS,SaaS Services,Pune,"Investor_68, Investor_61, Investor_66",Series B,71594726.39,2003-04-07
Church Group,FinTech,FinTech Services,Chennai,Investor_98,Series A,167805.85,2018-03-06
Smith-Howell,AgriTech,AgriTech Services,Gurgaon,"Investor_54, Investor_75",Series D+,10301319.31,2007-10-14
Williams-Walker,SaaS,SaaS Services,Mumbai,Investor_54,Series A,37308877.47,2004-02-25
Rogers LLC,CleanTech,CleanTech Services,Pune,"Investor_96, Investor_6",Pre-Seed,720569.29,2011-07-04
Carroll LLC,AgriTech,AgriTech Services,Noida,Investor_25,Series C,5438112.61,2005-10-22
Gonzalez-Miller,Logistics,Logistics Services,Hyderabad,"Investor_33, Investor_99",Pre-Seed,4753588.26,2006-08-22
Rodriguez Inc,FinTech,FinTech Services,Noida,Investor_46,Series D+,475842.3,2006-04-25
"Caldwell, Scott and Singleton",AI/ML,AI/ML Services,Mumbai,"Investor_44, Investor_14, Investor_28",Seed,787139.02,2003-03-22
Turner-Ortega,HealthTech,HealthTech Services,Hyderabad,"Investor_29, Investor_77, Investor_37",Series A,5926535.36,2022-02-11
"Maddox, Barrett and Jones",FoodTech,FoodTech Services,Chennai,Investor_90,Seed,803762.52,2014-05-19
"Fitzgerald, Holt and Campbell",SaaS,SaaS Services,Mumbai,"Investor_71, Investor_58, Investor_56",Series D+,936400.88,2016-02-07
"English, Harris and Anthony",SaaS,SaaS Services,Bengaluru,"Investor_98, Investor_28",Seed,3570034.22,2018-09-18
"Lowe, Gonzalez and Gray",AI/ML,AI/ML Services,Kolkata,"Investor_43, Investor_32",Series C,18554750.02,2018-10-17
Dickerson Ltd,AgriTech,AgriTech Services,Hyderabad,"Investor_57, Investor_50",Series B,1222228.6,2008-11-27
Green PLC,AI/ML,AI/ML Services,Pune,"Investor_97, Investor_92, Investor_80",Series B,325055.61,2007-07-01
Roberts and Sons,Logistics,Logistics Services,Chennai,Investor_98,Series D+,2443952.66,2021-09-16
"Boyle, Palmer and Good",Logistics,Logistics Services,Delhi,Investor_12,Series D+,1016394.3,2021-11-22
Patterson-Baker,AgriTech,AgriTech Services,Pune,Investor_34,Series A,6189911.3,2013-12-03
Weber Ltd,E-Commerce,E-Commerce Services,Chennai,"Investor_10, Investor_2",Series D+,280857.92,2008-05-27
Douglas Group,Logistics,Logistics Services,Hyderabad,"Investor_38, Investor_100, Investor_71",Series A,407206.49,2012-10-06
Merritt-Horn,AgriTech,AgriTech Services,Pune,"Investor_15, Investor_65, Investor_74",Series C,48867.95,2003-07-25
Rivera-Bowen,EdTech,EdTech Services,Pune,"Investor_10, Investor_52, Investor_9",Series D+,984268.01,2020-03-21
Nolan-Wiley,AI/ML,AI/ML Services,Hyderabad,"Investor_3, Investor_5, Investor_87",Pre-Seed,10229704.74,2015-06-22
Bryant-Allen,CleanTech,CleanTech Services,Pune,"Investor_37, Investor_98, Investor_49",Series C,2693213.84,2012-02-17
Duke-Mclaughlin,AgriTech,AgriTech Services,Mumbai,"Investor_73, Investor_82",Seed,547405.01,2003-10-11
Kaufman-Anthony,FinTech,FinTech Services,Chennai,Investor_34,Pre-Seed,306913.47,2016-10-12
Flores-Mcdonald,Logistics,Logistics Services,Bengaluru,"Investor_52, Investor_40, Investor_23",Seed,39345.7,2018-07-28
Fox-Hill,FinTech,FinTech Services,Noida,Investor_23,Series D+,5840870.78,2005-06-03
Williams and Sons,EdTech,EdTech Services,Hyderabad,Investor_62,Series C,489052.8,2004-03-13
"Flores, Hunter and Long",HealthTech,HealthTech Services,Delhi,"Investor_70, Investor_4",Series D+,96237.55,2005-01-18
Ramos-Perez,SaaS,SaaS Services,Pune,"Investor_30, Investor_12, Investor_28",Series B,1709508.53,2016-08-04
Vargas-Gonzalez,EdTech,EdTech Services,Noida,Investor_22,Seed,1580725.41,2012-01-15
Singh and Sons,E-Commerce,E-Commerce Services,Pune,Investor_54,Series C,1123469.26,2021-02-10
Vang Group,SaaS,SaaS Services,Pune,"Investor_98, Investor_79, Investor_67",Series A,187269.37,2018-01-07
Turner PLC,E-Commerce,E-Commerce Services,Delhi,Investor_47,Series D+,1494052.66,2012-01-20
Donovan-Riddle,AgriTech,AgriTech Services,Kolkata,"Investor_64, Investor_16, Investor_73",Seed,5024269.54,2013-08-03
Davis Inc,HealthTech,HealthTech Services,Gurgaon,"Investor_85, Investor_76, Investor_28",Series A,206689.43,2004-02-19
Summers and Sons,FoodTech,FoodTech Services,Gurgaon,Investor_8,Series A,835270.36,2006-02-17
Williams-Castro,Logistics,Logistics Services,Delhi,Investor_75,Pre-Seed,516026.07,2019-11-28
Martin-Johnson,FoodTech,FoodTech Services,Hyderabad,"Investor_54, Investor_36, Investor_3",Seed,2749283.34,2017-09-16
"Wood, Salas and Howard",AI/ML,AI/ML Services,Gurgaon,"Investor_34, Investor_30, Investor_42",Series B,2792285.24,2016-07-13
Price-Smith,HealthTech,HealthTech Services,Gurgaon,Investor_36,Series A,565028.29,2013-06-07
Anderson Inc,SaaS,SaaS Services,Mumbai,Investor_8,Seed,381857.93,2010-04-08
"Chan, Kim and Wise",HealthTech,HealthTech Services,Kolkata,"Investor_54, Investor_20",Series B,1291653.78,2011-04-06
"Norton, Snyder and Wallace",CleanTech,CleanTech Services,Ahmedabad,Investor_31,Series D+,1776983.9,2005-10-10
Morgan Inc,FinTech,FinTech Services,Gurgaon,"Investor_99, Investor_89, Investor_68",Series D+,465958.82,2012-01-06
Watkins-Diaz,AI/ML,AI/ML Services,Noida,"Investor_11, Investor_51, Investor_45",Pre-Seed,479033.96,2008-04-12
Stevenson Inc,EdTech,EdTech Services,Delhi,"Investor_30, Investor_75",Series B,2728252.49,2008-06-14
Jackson-Miller,AI/ML,AI/ML Services,Chennai,Investor_33,Series C,679056.53,2005-01-09
Dickson-Schmidt,Logistics,Logistics Services,Noida,"Investor_62, Investor_11, Investor_68",Seed,12882442.92,2019-12-23
Cabrera-Cox,AgriTech,AgriTech Services,Gurgaon,"Investor_51, Investor_81, Investor_68",Series D+,2674984.99,2005-09-10
Maldonado and Sons,E-Commerce,E-Commerce Services,Ahmedabad,Investor_12,Series A,947063.67,2004-03-06
Baldwin Group,CleanTech,CleanTech Services,Noida,"Investor_58, Investor_50",Series A,354621.73,2017-07-12
"Lynn, James and Burton",EdTech,EdTech Services,Noida,"Investor_76, Investor_90, Investor_22",Series C,1426145.47,2009-04-21
Garrett-Lewis,Logistics,Logistics Services,Delhi,"Investor_2, Investor_89",Series B,286602.67,2016-08-01
Lynch-King,HealthTech,HealthTech Services,Kolkata,Investor_34,Series A,9430173.17,2020-08-04
Campbell-Johnson,CleanTech,CleanTech Services,Bengaluru,"Investor_86, Investor_98",Seed,200400.31,2010-08-28
Phillips and Sons,Logistics,Logistics Services,Ahmedabad,"Investor_90, Investor_54",Seed,816524.39,2009-10-24
Miller Inc,AgriTech,AgriTech Services,Delhi,Investor_11,Pre-Seed,1131758.2,2016-04-02
"Salas, Cox and Saunders",CleanTech,CleanTech Services,Delhi,"Investor_29, Investor_60, Investor_63",Series D+,5753307.34,2011-03-04
Jordan-Collins,Logistics,Logistics Services,Chennai,Investor_89,Series D+,104475.29,2020-07-19
Lawrence-Richardson,SaaS,SaaS Services,Ahmedabad,"Investor_23, Investor_32",Series C,987569.01,2013-04-02
Jennings Ltd,EdTech,EdTech Services,Bengaluru,"Investor_43, Investor_87",Series B,273818.72,2008-02-09
Patterson-Smith,FoodTech,FoodTech Services,Chennai,Investor_55,Pre-Seed,847552.74,2022-12-06
Acevedo Ltd,CleanTech,CleanTech Services,Gurgaon,Investor_33,Series A,1751842.71,2013-11-19
Lee LLC,E-Commerce,E-Commerce Services,Mumbai,"Investor_89, Investor_9, Investor_28",Series D+,223605.72,2003-05-01
"Johnson, Bennett and Richardson",AI/ML,AI/ML Services,Noida,"Investor_56, Investor_2, Investor_94",Seed,629255.64,2010-11-04
Glenn LLC,FinTech,FinTech Services,Hyderabad,"Investor_92, Investor_72",Series B,8374742.44,2014-08-02
Collins Inc,FoodTech,FoodTech Services,Chennai,"Investor_30, Investor_44",Series A,2534270.87,2004-02-16
Jones-Hill,CleanTech,CleanTech Services,Ahmedabad,"Investor_21, Investor_64",Seed,520442.56,2005-09-07
Johnson PLC,CleanTech,CleanTech Services,Kolkata,Investor_16,Pre-Seed,96875.95,2013-08-27
"Marshall, Brooks and Ortiz",AgriTech,AgriTech Services,Gurgaon,"Investor_89, Investor_60",Series C,3876589.78,2019-04-08
Oconnell and Sons,EdTech,EdTech Services,Chennai,"Investor_63, Investor_91",Series B,308619.47,2007-05-03
Collins-Diaz,HealthTech,HealthTech Services,Kolkata,Investor_9,Pre-Seed,120015.98,2003-10-16
"Wong, Olson and Hill",SaaS,SaaS Services,Mumbai,"Investor_44, Investor_24, Investor_29",Series A,624492.67,2007-06-12
West Ltd,CleanTech,CleanTech Services,Mumbai,"Investor_38, Investor_92",Series C,1644916.02,2005-01-14
Duffy-Malone,SaaS,SaaS Services,Chennai,Investor_56,Series C,5644328.5,2013-06-09
Watkins-Church,CleanTech,CleanTech Services,Pune,"Investor_47, Investor_65, Investor_100",Series C,1094396.26,2021-08-04
"West, Bailey and Maldonado",AgriTech,AgriTech Services,Noida,Investor_41,Series A,72771.12,2006-02-09
Mahoney and Sons,E-Commerce,E-Commerce Services,Hyderabad,Investor_50,Pre-Seed,271005.29,2012-07-05
"Alexander, Carrillo and Alexander",CleanTech,CleanTech Services,Chennai,"Investor_55, Investor_19",Series C,13807934.13,2015-05-10
"Potter, Walsh and Hawkins",CleanTech,CleanTech Services,Delhi,Investor_90,Series D+,4374160.08,2007-03-21
Valencia LLC,HealthTech,HealthTech Services,Mumbai,Investor_1,Series D+,3719614.97,2004-06-10
"Bishop, Munoz and Herman",AgriTech,AgriTech Services,Noida,"Investor_85, Investor_31, Investor_5",Series D+,1752184.83,2010-01-20
Kelly-Simmons,FoodTech,FoodTech Services,Mumbai,"Investor_18, Investor_43, Investor_54",Series C,706372.01,2003-11-01
Hooper PLC,Logistics,Logistics Services,Ahmedabad,Investor_39,Seed,225169.42,2007-07-18
"Mccoy, Pierce and Thomas",SaaS,SaaS Services,Mumbai,"Investor_48, Investor_3, Investor_79",Series B,1418857.82,2008-02-02
Ray-Flynn,Logistics,Logistics Services,Pune,"Investor_20, Investor_36, Investor_39",Series A,14746972.36,2021-04-06
Macias Group,Logistics,Logistics Services,Kolkata,Investor_3,Series D+,348337.13,2017-06-05
Garcia Group,AI/ML,AI/ML Services,Bengaluru,Investor_21,Series C,1734488.97,2012-04-03
Walter-Key,EdTech,EdTech Services,Bengaluru,Investor_30,Series B,385083.25,2004-04-22
Reynolds-Sims,FoodTech,FoodTech Services,Gurgaon,"Investor_68, Investor_33, Investor_57",Seed,595876.82,2008-09-28
Simpson-Romero,EdTech,EdTech Services,Chennai,"Investor_42, Investor_74, Investor_10",Series C,100729.02,2018-09-19
"Murray, Valentine and Stanley",E-Commerce,E-Commerce Services,Gurgaon,"Investor_99, Investor_54",Series D+,1229009.55,2010-05-05
"Bolton, Shelton and Rollins",Logistics,Logistics Services,Mumbai,"Investor_30, Investor_69",Series B,4694162.82,2013-09-22
"Moore, Moody and Burch",HealthTech,HealthTech Services,Chennai,Investor_84,Series B,4871642.03,2014-09-07
"Bryant, Cabrera and Hill",Logistics,Logistics Services,Gurgaon,"Investor_68, Investor_96, Investor_24",Series A,686482.17,2004-08-10
Peters PLC,SaaS,SaaS Services,Noida,Investor_3,Series A,308476.35,2012-03-28
"Hammond, Barnes and Briggs",CleanTech,CleanTech Services,Ahmedabad,Investor_54,Pre-Seed,438628.72,2017-05-26
"Parrish, Villa and Brady",SaaS,SaaS Services,Pune,"Investor_86, Investor_20, Investor_79",Series C,10145025.3,2022-02-08
Reynolds Ltd,SaaS,SaaS Services,Gurgaon,Investor_47,Series D+,1712301.5,2022-08-27
Porter-Barnett,EdTech,EdTech Services,Delhi,Investor_87,Series B,6596893.02,2007-04-21
"Payne, Martin and Parks",E-Commerce,E-Commerce Services,Kolkata,Investor_59,Series B,6182516.99,2017-10-07
Kelly-Powers,AI/ML,AI/ML Services,Noida,Investor_67,Pre-Seed,421149.94,2005-02-27
Clark Ltd,FoodTech,FoodTech Services,Hyderabad,"Investor_91, Investor_72",Series B,6805036.57,2017-03-19
Randall-Hernandez,E-Commerce,E-Commerce Services,Delhi,"Investor_80, Investor_53, Investor_96",Series B,125313.82,2010-12-26
Torres-Lynn,AgriTech,AgriTech Services,Ahmedabad,"Investor_59, Investor_29, Investor_91",Series D+,2142973.99,2005-01-08
"Young, Daniel and Wright",CleanTech,CleanTech Services,Hyderabad,"Investor_53, Investor_19, Investor_9",Series A,1642283.14,2017-04-12
Owens-Taylor,FoodTech,FoodTech Services,Mumbai,"Investor_36, Investor_57",Series D+,238117.15,2015-02-07
Morgan PLC,FoodTech,FoodTech Services,Chennai,Investor_47,Seed,1431970.15,2019-02-23
"Henry, Rivera and Baxter",SaaS,SaaS Services,Chennai,"Investor_30, Investor_96",Series B,497551.66,2007-03-01
"Walter, Vasquez and Johnson",EdTech,EdTech Services,Gurgaon,Investor_97,Series C,1427411.57,2017-10-12
Newman-Gallegos,AI/ML,AI/ML Services,Delhi,Investor_93,Pre-Seed,2708343.25,2022-10-01
"Gomez, Walker and Jones",SaaS,SaaS Services,Delhi,"Investor_45, Investor_13",Pre-Seed,1190097.02,2019-04-22
Moore-Spears,EdTech,EdTech Services,Delhi,Investor_40,Series A,1631682.62,2014-12-27
"Cruz, Weber and Obrien",FinTech,FinTech Services,Hyderabad,Investor_98,Series A,1201945.38,2020-09-26
Taylor-Hill,SaaS,SaaS Services,Bengaluru,"Investor_96, Investor_59",Series D+,983644.91,2012-07-24
Smith-Williams,AI/ML,AI/ML Services,Noida,"Investor_96, Investor_2, Investor_11",Series A,725030.51,2018-09-25
Taylor-Kelly,CleanTech,CleanTech Services,Gurgaon,"Investor_44, Investor_54",Seed,6369176.86,2008-09-14
Rosario Group,E-Commerce,E-Commerce Services,Noida,"Investor_66, Investor_49",Pre-Seed,746789.5,2005-09-23
"Brown, Anderson and Williams",HealthTech,HealthTech Services,Noida,Investor_26,Seed,35451065.48,2011-10-10
Reid Group,FinTech,FinTech Services,Ahmedabad,Investor_66,Series C,235568.35,2011-04-12
Brown Ltd,EdTech,EdTech Services,Bengaluru,Investor_69,Series D+,795525.89,2004-08-24
"Hall, Kennedy and Stone",Logistics,Logistics Services,Kolkata,"Investor_35, Investor_60",Series C,1683635.9,2022-04-27
Gonzalez-Harris,Logistics,Logistics Services,Ahmedabad,"Investor_78, Investor_8, Investor_9",Seed,995362.26,2021-02-21
Wood-Walker,CleanTech,CleanTech Services,Mumbai,"Investor_85, Investor_92, Investor_87",Series D+,2026683.64,2004-02-16
"Moore, Lopez and Gray",EdTech,EdTech Services,Pune,"Investor_51, Investor_41, Investor_8",Series B,1239923.44,2018-06-07
Blake Group,AgriTech,AgriTech Services,Gurgaon,"Investor_4, Investor_82, Investor_11",Series D+,620476.08,2019-07-05
Wagner-Fox,FoodTech,FoodTech Services,Mumbai,Investor_51,Series C,1071850.04,2014-09-01
"Juarez, Torres and Koch",HealthTech,HealthTech Services,Hyderabad,Investor_91,Series C,9791669.74,2019-07-27
Graham Ltd,FinTech,FinTech Services,Gurgaon,Investor_89,Series A,726455.17,2014-12-22
"Grant, Obrien and Smith",FoodTech,FoodTech Services,Kolkata,"Investor_96, Investor_39, Investor_5",Series D+,12174123.08,2020-10-05
Padilla PLC,AI/ML,AI/ML Services,Ahmedabad,Investor_95,Series C,41305813.12,2009-06-27
"Sloan, Williams and Smith",E-Commerce,E-Commerce Services,Chennai,"Investor_58, Investor_74, Investor_13",Pre-Seed,161511.8,2011-12-15
"Maxwell, Brewer and Kim",HealthTech,HealthTech Services,Mumbai,"Investor_98, Investor_42, Investor_79",Pre-Seed,9395925.98,2006-08-02
"Mitchell, Ayers and Jones",HealthTech,HealthTech Services,Hyderabad,Investor_92,Series C,1969105.03,2013-04-16
Smith Group,E-Commerce,E-Commerce Services,Hyderabad,"Investor_98, Investor_33, Investor_73",Series C,22152007.19,2004-09-10
Lopez-Coffey,AI/ML,AI/ML Services,Kolkata,"Investor_76, Investor_43",Pre-Seed,1331866.81,2016-11-26
Nelson-Nichols,AI/ML,AI/ML Services,Gurgaon,"Investor_85, Investor_25, Investor_96",Seed,4763183.72,2007-12-18
Jackson Group,Logistics,Logistics Services,Hyderabad,"Investor_25, Investor_24",Series C,1182130.58,2005-12-26
